Cluster_name,r_kpc,rerr_kpc,kT_keV,kT_err_minus,kT_err_plus,ne_g_cm3,ne_err_minus,ne_err_plus,K,K_err_minus,K_err_plus,RA,DEC
--,kpc,kpc,keV,keV,keV,g cm3,g cm3,g cm3,keV cm2,keV cm2,keV cm2,deg,deg
--,--,--,--,--,--,--,--,--,--,--,--,--,--
NGC_3402_GROUP,44.718,0.785,0.874,0.038,0.035,0.003121,0.0001989,0.0002091,40.925,3.224,3.8,162.60885,-12.84493
NGC_3402_GROUP,46.287,0.785,0.817,0.037,0.042,0.001839,0.0002012,0.0002224,54.427,6.251,7.568,162.60885,-12.84493
NGC_3402_GROUP,47.856,0.785,0.946,0.05,0.06,0.002083,0.0001399,0.0001499,57.994,5.981,6.183,162.60885,-12.84493
NGC_3402_GROUP,49.425,0.785,0.808,0.042,0.048,0.002056,0.0002289,0.0002535,49.966,6.161,7.416,162.60885,-12.84493
NGC_3402_GROUP,50.994,0.785,0.788,0.04,0.044,0.002455,0.0001524,0.0001625,43.297,4.026,4.322,162.60885,-12.84493
NGC_3402_GROUP,52.563,0.785,0.865,0.031,0.036,0.002452,0.0001249,0.0001296,47.577,3.466,3.522,162.60885,-12.84493
NGC_3402_GROUP,54.917,1.569,0.785,0.033,0.036,0.002137,8.99E-05,9.23E-05,47.315,3.393,3.462,162.60885,-12.84493
NGC_3402_GROUP,58.055,1.569,0.949,0.051,0.072,0.001716,0.000117,0.0001245,66.211,7.655,7.152,162.60885,-12.84493
NGC_3402_GROUP,61.193,1.569,0.823,0.031,0.035,0.001736,7.13E-05,7.32E-05,56.983,3.869,3.87,162.60885,-12.84493
NGC_3402_GROUP,64.331,1.569,0.824,0.037,0.042,0.0008122,0.0001111,0.0001289,94.66,12.185,16.333,162.60885,-12.84493
NGC_3402_GROUP,69.823,3.923,0.807,0.024,0.026,0.0007309,2.30E-05,2.29E-05,99.453,5.169,5.152,162.60885,-12.84493
ABELL_S0780,9.356,9.356,4.974,0.245,0.302,0.06112,0.001341,0.001354,32.056,2.379,2.085,224.87007,-18.17875
ABELL_S0780,28.069,9.356,3.788,0.168,0.174,0.04458,0.0004607,0.0004655,30.127,1.58,1.557,224.87007,-18.17875
ABELL_S0780,46.782,9.356,3.861,0.198,0.204,0.02854,0.0003088,0.0003122,41.341,2.464,2.44,224.87007,-18.17875
ABELL_S0780,65.494,9.356,4.36,0.239,0.26,0.01591,0.0002517,0.0002558,68.936,4.786,4.569,224.87007,-18.17875
ABELL_S0780,84.207,9.356,5.774,0.648,0.451,0.01036,0.0002206,0.0002238,121.47,11.049,15.613,224.87007,-18.17875
ABELL_S0780,102.92,9.356,5.979,0.602,0.539,0.007407,0.000214,0.0002203,157.351,16.886,19.367,224.87007,-18.17875
ABELL_S0780,121.632,9.356,6.008,0.604,0.541,0.006341,0.0001846,0.0001902,175.38,18.807,21.602,224.87007,-18.17875
ABELL_S0780,140.345,9.356,5.913,0.641,0.48,0.005772,0.0001544,0.0001562,183.739,17.87,23.68,224.87007,-18.17875
ABELL_S0780,159.058,9.356,6.339,0.725,0.54,0.004896,0.0001404,0.0001423,219.843,22.479,30.005,224.87007,-18.17875
ABELL_S0780,177.77,9.356,7.167,0.845,0.692,0.003712,0.0001452,0.0001487,298.982,35.688,44.496,224.87007,-18.17875
ABELL_S0780,196.483,9.356,7.654,1.019,0.815,0.00334,0.0001321,0.0001354,342.544,44.301,56.444,224.87007,-18.17875
ABELL_S0780,215.196,9.356,7.863,1.235,0.915,0.002688,0.0001369,0.0001419,406.773,59.058,81.233,224.87007,-18.17875
ABELL_S0780,233.908,9.356,7.932,1.248,0.923,0.002421,0.0001301,0.0001353,440,64.535,89.133,224.87007,-18.17875
ABELL_S0780,252.621,9.356,7.883,1.09,0.853,0.002423,0.0001133,0.000117,437.011,59,77.118,224.87007,-18.17875
ABELL_S0780,271.334,9.356,7.524,0.962,0.807,0.00228,0.0001062,0.0001097,434.266,58.196,71.898,224.87007,-18.17875
ABELL_S0780,290.046,9.356,6.898,0.86,0.782,0.002132,0.0001034,0.0001069,416.368,58.678,68.26,224.87007,-18.17875
ABELL_S0780,308.759,9.356,6.352,0.774,0.758,0.00224,8.89E-05,9.25E-05,370.986,52.659,57.098,224.87007,-18.17875
ABELL_S0780,327.472,9.356,6.655,0.861,0.752,0.001412,0.0001216,0.000131,528.716,84.891,108.415,224.87007,-18.17875
ABELL_S0780,346.184,9.356,6.957,0.947,0.746,0.001812,8.77E-05,9.06E-05,468.145,63.145,82.235,224.87007,-18.17875
ABELL_S0780,364.897,9.356,7.227,1.021,0.742,0.001604,8.94E-05,9.32E-05,527.328,70.915,99.008,224.87007,-18.17875
ABELL_S0780,383.61,9.356,7.075,0.944,0.765,0.001347,9.56E-05,0.0001012,580.088,85.798,112.514,224.87007,-18.17875
ABELL_S0780,402.322,9.356,6.923,0.866,0.787,0.001575,7.59E-05,7.85E-05,511.363,72.16,83.887,224.87007,-18.17875
ABELL_S0780,421.035,9.356,6.77,0.788,0.81,0.001048,0.0001011,0.0001101,656.393,112.975,132.705,224.87007,-18.17875
ABELL_S0780,439.748,9.356,6.645,0.771,0.824,0.001104,8.94E-05,9.57E-05,622.187,104.731,115.446,224.87007,-18.17875
ABELL_S0780,458.46,9.356,6.536,0.791,0.832,0.001431,6.53E-05,6.73E-05,514.736,78.709,81.165,224.87007,-18.17875
ABELL_S0780,477.173,9.356,6.427,0.812,0.84,0.0006363,0.0001243,0.0001526,868.74,198.299,306.064,224.87007,-18.17875
ABELL_S0780,495.886,9.356,6.318,0.833,0.849,0.001196,6.66E-05,6.94E-05,560.576,92.509,99.658,224.87007,-18.17875
ABELL_S0780,514.598,9.356,6.367,0.868,0.87,0.0009926,7.42E-05,7.89E-05,639.836,113.312,128.527,224.87007,-18.17875
ABELL_S0780,533.311,9.356,6.522,0.913,0.899,0.001226,5.66E-05,5.84E-05,569.506,93.044,101.22,224.87007,-18.17875
ABELL_S0780,561.38,18.713,6.752,0.98,0.942,0.0004803,6.59E-05,7.66E-05,1100.819,231.498,314.575,224.87007,-18.17875
ABELL_S0780,608.161,28.069,6.966,1.043,0.983,0.0004323,1.60E-05,1.62E-05,1218.403,196.912,218.435,224.87007,-18.17875
MCXC_J1524.2-3154,4.725,4.725,2.087,0.058,0.058,0.1178,0.00155,0.00157,8.686,0.315,0.322,231.05346,-31.90449
MCXC_J1524.2-3154,14.174,4.725,2.4,0.066,0.064,0.06462,0.0005893,0.0005947,14.904,0.485,0.505,231.05346,-31.90449
MCXC_J1524.2-3154,23.623,4.725,2.742,0.071,0.072,0.04307,0.000381,0.0003844,22.316,0.713,0.715,231.05346,-31.90449
MCXC_J1524.2-3154,33.072,4.725,3.078,0.113,0.111,0.03044,0.0002888,0.0002915,31.573,1.33,1.37,231.05346,-31.90449
MCXC_J1524.2-3154,42.521,4.725,3.505,0.15,0.153,0.02057,0.0002604,0.0002638,46.694,2.411,2.419,231.05346,-31.90449
MCXC_J1524.2-3154,51.971,4.725,3.89,0.225,0.215,0.01483,0.0002259,0.0002294,64.458,4.174,4.441,231.05346,-31.90449
MCXC_J1524.2-3154,61.42,4.725,4.033,0.249,0.25,0.01129,0.000205,0.0002088,80.135,5.864,6.013,231.05346,-31.90449
MCXC_J1524.2-3154,70.869,4.725,4.082,0.247,0.277,0.009205,0.0001843,0.0001881,92.938,7.444,6.989,231.05346,-31.90449
MCXC_J1524.2-3154,80.318,4.725,3.927,0.317,0.286,0.00856,0.0001655,0.0001687,93.842,7.938,8.93,231.05346,-31.90449
MCXC_J1524.2-3154,89.767,4.725,4.462,0.427,0.376,0.006295,0.000173,0.0001779,130.877,13.175,15.291,231.05346,-31.90449
MCXC_J1524.2-3154,99.217,4.725,4.584,0.458,0.381,0.005358,0.000159,0.0001639,149.7,15.093,18.403,231.05346,-31.90449
MCXC_J1524.2-3154,108.666,4.725,4.36,0.4,0.423,0.005327,0.0001427,0.0001466,142.94,16.123,16.045,231.05346,-31.90449
MCXC_J1524.2-3154,118.115,4.725,4.091,0.384,0.41,0.003966,0.0001568,0.0001632,163.291,20.114,20.403,231.05346,-31.90449
MCXC_J1524.2-3154,127.564,4.725,4.856,0.547,0.425,0.004565,0.0001157,0.0001187,176.454,18.108,23.356,231.05346,-31.90449
MCXC_J1524.2-3154,137.013,4.725,5.747,0.682,0.644,0.003501,0.0001204,0.0001247,249.238,32.863,36.402,231.05346,-31.90449
MCXC_J1524.2-3154,146.463,4.725,5.514,0.615,0.634,0.00323,0.0001244,0.0001293,252.328,34.566,35.889,231.05346,-31.90449
MCXC_J1524.2-3154,155.912,4.725,4.348,0.571,0.574,0.003403,0.0001145,0.0001185,192.176,29.009,30.434,231.05346,-31.90449
MCXC_J1524.2-3154,165.361,4.725,3.542,0.457,0.382,0.002547,0.0001274,0.0001341,189.94,25.912,32.385,231.05346,-31.90449
MCXC_J1524.2-3154,174.81,4.725,4.433,0.707,0.633,0.002719,0.0001104,0.000115,227.568,37.602,44.01,231.05346,-31.90449
MCXC_J1524.2-3154,184.26,4.725,4.49,0.78,0.67,0.002633,0.0001021,0.0001063,235.496,40.161,48.607,231.05346,-31.90449
MCXC_J1524.2-3154,193.709,4.725,4.76,0.701,0.639,0.002046,0.0001179,0.0001251,295.364,49.056,58.033,231.05346,-31.90449
MCXC_J1524.2-3154,203.158,4.725,4.8,0.598,0.559,0.002187,9.96E-05,0.0001026,284.885,40.525,45.9,231.05346,-31.90449
MCXC_J1524.2-3154,212.607,4.725,4.636,0.474,0.433,0.002029,9.19E-05,9.62E-05,289.239,34.671,40.053,231.05346,-31.90449
MCXC_J1524.2-3154,222.056,4.725,4.475,0.457,0.42,0.001738,9.77E-05,0.0001036,309.498,39.072,45.851,231.05346,-31.90449
MCXC_J1524.2-3154,231.506,4.725,4.316,0.536,0.507,0.001989,8.55E-05,8.79E-05,272.869,38.689,43.28,231.05346,-31.90449
MCXC_J1524.2-3154,240.955,4.725,4.221,0.522,0.516,0.001644,9.60E-05,0.0001003,303.002,46.881,52.098,231.05346,-31.90449
MCXC_J1524.2-3154,250.404,4.725,4.185,0.424,0.454,0.001623,8.66E-05,9.14E-05,303.098,42.055,43.873,231.05346,-31.90449
MCXC_J1524.2-3154,259.853,4.725,4.152,0.396,0.455,0.001463,8.97E-05,9.55E-05,322.269,46.493,46.995,231.05346,-31.90449
MCXC_J1524.2-3154,269.302,4.725,4.122,0.433,0.515,0.00183,7.05E-05,7.33E-05,275.54,40.438,37.322,231.05346,-31.90449
MCXC_J1524.2-3154,278.752,4.725,3.952,0.457,0.498,0.00127,9.49E-05,0.0001009,336.929,56.237,60.281,231.05346,-31.90449
MCXC_J1524.2-3154,288.201,4.725,3.653,0.471,0.409,0.001237,9.22E-05,9.96E-05,317,48.643,61.427,231.05346,-31.90449
MCXC_J1524.2-3154,297.65,4.725,3.452,0.443,0.394,0.001232,9.20E-05,9.78E-05,300.276,46.741,57.748,231.05346,-31.90449
MCXC_J1524.2-3154,307.099,4.725,3.341,0.378,0.448,0.001714,6.62E-05,6.78E-05,233.261,36.311,33.433,231.05346,-31.90449
MCXC_J1524.2-3154,316.548,4.725,3.614,0.466,0.653,0.0008479,0.0001195,0.0001371,403.469,100.675,108.782,231.05346,-31.90449
MCXC_J1524.2-3154,330.722,9.449,4.549,0.808,1.164,0.0007631,2.38E-05,2.41E-05,544.763,147.61,110.613,231.05346,-31.90449
ABELL_0562,15.042,15.042,3.231,0.233,0.273,0.003505,0.00038,0.0004125,140.039,20.336,23.173,103.33968,69.33089
ABELL_0562,40.113,10.028,3.267,0.241,0.277,0.001771,0.0002958,0.0003441,223.162,38.906,53.598,103.33968,69.33089
ABELL_0562,55.155,5.014,3.344,0.259,0.286,0.003037,0.0002261,0.0002404,159.478,20.44,22.068,103.33968,69.33089
ABELL_0562,65.183,5.014,3.395,0.271,0.291,0.00239,0.0002305,0.0002511,189.955,26.642,30.912,103.33968,69.33089
ABELL_0562,75.211,5.014,3.446,0.283,0.297,0.002401,0.0001943,0.0002081,192.229,25.455,28.729,103.33968,69.33089
ABELL_0562,85.239,5.014,3.498,0.295,0.303,0.002223,0.0001802,0.0001929,205.321,27.27,31.176,103.33968,69.33089
ABELL_0562,95.267,5.014,3.498,0.293,0.313,0.002423,0.0001424,0.0001489,193.942,23.971,25.349,103.33968,69.33089
ABELL_0562,105.295,5.014,3.468,0.284,0.327,0.001209,0.0002256,0.0002738,305.653,58.651,86.84,103.33968,69.33089
ABELL_0562,115.324,5.014,3.438,0.275,0.34,0.001886,0.0001346,0.0001427,225.248,31.415,31.143,103.33968,69.33089
ABELL_0562,125.352,5.014,3.408,0.266,0.354,0.00193,0.0001166,0.0001221,219.898,30.386,27.748,103.33968,69.33089
ABELL_0562,135.38,5.014,3.316,0.296,0.354,0.001129,0.0001691,0.000196,305.85,56.923,72.512,103.33968,69.33089
ABELL_0562,145.408,5.014,3.184,0.351,0.346,0.001927,9.58E-05,9.92E-05,205.614,28.154,30.823,103.33968,69.33089
ABELL_0562,155.436,5.014,3.053,0.405,0.337,0.001149,0.00014,0.0001569,278.272,49.017,69.294,103.33968,69.33089
ABELL_0562,165.464,5.014,2.921,0.459,0.329,0.001025,0.0001422,0.0001627,287.448,53.565,85.767,103.33968,69.33089
ABELL_0562,175.492,5.014,2.818,0.456,0.33,0.0009755,0.0001392,0.0001599,286.456,55.032,88.585,103.33968,69.33089
ABELL_0562,185.52,5.014,2.731,0.417,0.336,0.001218,0.0001078,0.0001164,239.493,40.977,55.725,103.33968,69.33089
ABELL_0562,195.549,5.014,2.645,0.379,0.342,0.001137,0.0001073,0.0001166,242.813,43.7,55.518,103.33968,69.33089
ABELL_0562,205.577,5.014,2.559,0.34,0.348,0.001042,0.0001095,0.0001204,248.941,47.677,57.099,103.33968,69.33089
ABELL_0562,215.605,5.014,2.582,0.344,0.375,0.001179,9.25E-05,9.88E-05,231.328,43.291,46.591,103.33968,69.33089
ABELL_0562,225.633,5.014,2.678,0.378,0.416,0.001204,8.46E-05,8.96E-05,236.606,45.615,47.672,103.33968,69.33089
ABELL_0562,235.661,5.014,2.775,0.412,0.458,0.0006847,0.0001298,0.000161,357.197,91.505,133.274,103.33968,69.33089
ABELL_0562,245.689,5.014,2.872,0.446,0.499,0.001246,7.23E-05,7.55E-05,248.019,50.677,50.7,103.33968,69.33089
ABELL_0562,255.717,5.014,2.954,0.476,0.534,0.0007611,0.0001054,0.0001204,354.343,88.116,107.162,103.33968,69.33089
ABELL_0562,265.746,5.014,2.944,0.483,0.528,0.0009446,8.06E-05,8.67E-05,305.828,68.181,73.731,103.33968,69.33089
ABELL_0562,275.774,5.014,2.935,0.489,0.522,0.0009177,7.68E-05,8.25E-05,310.771,68.603,75.328,103.33968,69.33089
ABELL_0562,285.802,5.014,2.925,0.496,0.516,0.0006512,9.67E-05,0.0001119,389.363,96.943,127.044,103.33968,69.33089
ABELL_0562,300.844,10.028,2.911,0.506,0.507,0.0009628,3.36E-05,3.42E-05,298.567,57.547,60.486,103.33968,69.33089
ABELL_0562,320.9,10.028,2.899,0.515,0.499,0.0004804,5.66E-05,6.32E-05,472.631,109.36,138.815,103.33968,69.33089
ABELL_0562,340.957,10.028,2.899,0.515,0.499,0.0004323,2.34E-05,2.35E-05,507.023,101.76,112.744,103.33968,69.33089
ABELL_2256,8.438,8.438,5.004,0.295,0.308,0.00606,0.0006999,0.001123,150.538,19.193,32.22,255.9357,78.63653
ABELL_2256,19.688,2.813,5.004,0.295,0.308,0.00624,-0.004376,0.005616,147.633,-162.412,578.017,255.9357,78.63653
ABELL_2256,25.313,2.813,5.012,0.297,0.309,0.006425,0.0003799,0.0009428,145.011,14.051,25.727,255.9357,78.63653
ABELL_2256,30.938,2.813,5.161,0.331,0.327,0.003622,0.0006969,0.0009924,218.836,36.57,69.457,255.9357,78.63653
ABELL_2256,36.563,2.813,5.31,0.365,0.346,0.003262,0.0006475,0.0008873,241.407,41.382,77.415,255.9357,78.63653
ABELL_2256,42.188,2.813,5.459,0.399,0.364,0.00526,0.0003703,0.0004155,180.498,19.51,24.126,255.9357,78.63653
ABELL_2256,47.814,2.813,5.608,0.433,0.382,0.003706,0.0004442,0.0005206,234.18,31.836,44.887,255.9357,78.63653
ABELL_2256,53.439,2.813,5.757,0.468,0.401,0.004977,0.0002996,0.0003254,197.494,20.774,25.885,255.9357,78.63653
ABELL_2256,59.064,2.813,5.906,0.502,0.419,0.004027,0.0003234,0.0003596,233.328,27.442,36.111,255.9357,78.63653
ABELL_2256,64.689,2.813,5.897,0.496,0.417,0.00337,0.0003465,0.0003921,262.37,33.952,46.529,255.9357,78.63653
ABELL_2256,70.314,2.813,5.746,0.455,0.396,0.003929,0.0002787,0.0003,230.76,25.496,31.8,255.9357,78.63653
ABELL_2256,75.939,2.813,5.594,0.413,0.375,0.00272,0.0003596,0.0004151,287.056,40.514,57.167,255.9357,78.63653
ABELL_2256,81.564,2.813,5.442,0.371,0.354,0.003586,0.000266,0.0002822,232.285,25.219,29.792,255.9357,78.63653
ABELL_2256,87.19,2.813,5.43,0.382,0.345,0.003151,0.0002767,0.0003035,252.648,28.95,36.692,255.9357,78.63653
ABELL_2256,92.815,2.813,5.54,0.44,0.346,0.003391,0.0002377,0.0002556,245.465,25.483,33.697,255.9357,78.63653
ABELL_2256,98.44,2.813,5.65,0.497,0.347,0.002943,0.0002497,0.0002729,275.131,30.537,44.264,255.9357,78.63653
ABELL_2256,104.065,2.813,5.761,0.553,0.348,0.002368,0.0002814,0.0003197,324.224,41.56,67.162,255.9357,78.63653
ABELL_2256,109.69,2.813,5.889,0.533,0.354,0.002881,0.0002188,0.0002369,290.85,30.525,44.985,255.9357,78.63653
ABELL_2256,115.315,2.813,6.018,0.513,0.361,0.002865,0.0002057,0.0002216,298.338,30.553,43.294,255.9357,78.63653
ABELL_2256,120.94,2.813,6.146,0.494,0.368,0.002703,0.0002056,0.0002225,316.72,33.164,45.639,255.9357,78.63653
ABELL_2256,126.565,2.813,6.213,0.501,0.409,0.003486,0.0001557,0.000163,270.233,25.022,31.254,255.9357,78.63653
ABELL_2256,132.191,2.813,6.28,0.508,0.449,0.002745,0.0001863,0.0001999,320.368,35.664,43.791,255.9357,78.63653
ABELL_2256,137.816,2.813,6.351,0.514,0.489,0.003206,0.0001555,0.0001634,292.092,30.882,34.854,255.9357,78.63653
ABELL_2256,143.441,2.813,6.554,0.523,0.502,0.002523,0.0001858,0.0001974,353.661,42.199,49.509,255.9357,78.63653
